GAME_ID,GAME_EVENT_ID,PERIOD,ACTION_TYPE,SHOT_TYPE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,GAME_TYPE,MINUTES_RE
0022100470,281,2,Step Back Jump shot,3,24,165,185,0,22.12.2021,ATL,ORL,2021-22,R,02:51
0022100470,352,3,Driving Layup Shot,2,0,1,8,1,22.12.2021,ATL,ORL,2021-22,R,09:00
0022100470,363,3,Cutting Layup Shot,2,0,-5,5,1,22.12.2021,ATL,ORL,2021-22,R,08:29
0022100470,387,3,Step Back Jump shot,3,24,-216,121,0,22.12.2021,ATL,ORL,2021-22,R,05:43
0022100470,394,3,Driving Floating Jump Shot,2,9,-48,79,0,22.12.2021,ATL,ORL,2021-22,R,05:22
0022100470,435,3,Driving Floating Jump Shot,2,10,11,105,0,22.12.2021,ATL,ORL,2021-22,R,02:34
0022100470,447,3,Driving Floating Jump Shot,2,6,-4,61,1,22.12.2021,ATL,ORL,2021-22,R,01:43
0022100470,452,3,Driving Hook Shot,2,4,4,42,1,22.12.2021,ATL,ORL,2021-22,R,01:08
0022100470,455,3,Jump Shot,3,29,145,262,0,22.12.2021,ATL,ORL,2021-22,R,00:32
0022100470,540,4,Cutting Layup Shot,2,1,-1,13,1,22.12.2021,ATL,ORL,2021-22,R,06:29
0022100470,547,4,Driving Layup Shot,2,3,18,34,0,22.12.2021,ATL,ORL,2021-22,R,05:56
0022100470,570,4,Driving Floating Jump Shot,2,4,37,17,1,22.12.2021,ATL,ORL,2021-22,R,04:49
0022100470,594,4,Driving Layup Shot,2,1,0,19,0,22.12.2021,ATL,ORL,2021-22,R,03:16
0022100470,612,4,Driving Layup Shot,2,1,-9,11,0,22.12.2021,ATL,ORL,2021-22,R,02:22
0022100470,617,4,Driving Layup Shot,2,3,18,31,0,22.12.2021,ATL,ORL,2021-22,R,01:51
0022100470,634,4,Driving Floating Jump Shot,2,4,25,34,0,22.12.2021,ATL,ORL,2021-22,R,00:46
0022100477,19,1,Driving Hook Shot,2,5,-7,54,0,23.12.2021,ORL,NOP,2021-22,R,10:25
0022100477,278,2,Pullup Jump shot,3,26,158,212,0,23.12.2021,ORL,NOP,2021-22,R,03:33
0022100477,294,2,Driving Bank Hook Shot,2,3,28,20,1,23.12.2021,ORL,NOP,2021-22,R,02:17
0022100477,297,2,Driving Hook Shot,2,1,9,7,0,23.12.2021,ORL,NOP,2021-22,R,01:56
0022100477,351,3,Putback Layup Shot,2,0,0,0,0,23.12.2021,ORL,NOP,2021-22,R,09:33
0022100477,349,3,Driving Floating Jump Shot,2,9,76,59,0,23.12.2021,ORL,NOP,2021-22,R,09:33
0022100477,394,3,Pullup Jump shot,3,24,11,240,1,23.12.2021,ORL,NOP,2021-22,R,06:32
0022100477,409,3,Running Layup Shot,2,1,-12,13,1,23.12.2021,ORL,NOP,2021-22,R,04:54
0022100477,416,3,Running Dunk Shot,2,1,7,14,1,23.12.2021,ORL,NOP,2021-22,R,04:25
0022100477,430,3,Driving Bank Hook Shot,2,2,15,19,1,23.12.2021,ORL,NOP,2021-22,R,03:51
0022100477,465,3,Hook Shot,2,8,75,31,1,23.12.2021,ORL,NOP,2021-22,R,01:07
0022100477,480,3,Running Layup Shot,2,0,0,4,1,23.12.2021,ORL,NOP,2021-22,R,00:03
0022100477,601,4,Pullup Jump shot,3,26,38,260,0,23.12.2021,ORL,NOP,2021-22,R,03:43
0022100477,606,4,Driving Reverse Layup Shot,2,2,23,-17,0,23.12.2021,ORL,NOP,2021-22,R,03:08
0022100477,620,4,Turnaround Jump Shot,2,13,72,111,0,23.12.2021,ORL,NOP,2021-22,R,00:58
0022100477,650,4,Pullup Jump shot,3,26,58,256,0,23.12.2021,ORL,NOP,2021-22,R,00:00
0022100493,7,1,Driving Layup Shot,2,3,-29,15,0,26.12.2021,MIA,ORL,2021-22,R,11:41
0022100493,11,1,Driving Bank Hook Shot,2,1,17,3,1,26.12.2021,MIA,ORL,2021-22,R,11:28
0022100493,110,1,Jump Shot,2,17,-92,146,0,26.12.2021,MIA,ORL,2021-22,R,02:36
0022100493,121,1,Cutting Layup Shot,2,2,26,14,0,26.12.2021,MIA,ORL,2021-22,R,02:14
0022100493,301,3,Driving Layup Shot,2,3,26,22,0,26.12.2021,MIA,ORL,2021-22,R,11:28
0022100493,346,3,Driving Layup Shot,2,1,16,-5,1,26.12.2021,MIA,ORL,2021-22,R,07:18
0022100493,391,3,Layup Shot,2,1,10,-3,0,26.12.2021,MIA,ORL,2021-22,R,03:30
0022100493,431,3,Driving Finger Roll Layup Shot,2,1,-5,10,0,26.12.2021,MIA,ORL,2021-22,R,00:39
0022100493,443,3,Cutting Layup Shot,2,1,-9,10,1,26.12.2021,MIA,ORL,2021-22,R,00:09
0022100493,559,4,Driving Floating Bank Jump Shot,2,9,-93,13,0,26.12.2021,MIA,ORL,2021-22,R,03:03
0022100493,566,4,Jump Shot,3,23,-232,43,1,26.12.2021,MIA,ORL,2021-22,R,02:30
0022100508,25,1,Cutting Layup Shot,2,3,-29,18,0,28.12.2021,ORL,MIL,2021-22,R,09:12
0022100508,57,1,Driving Finger Roll Layup Shot,2,4,15,47,1,28.12.2021,ORL,MIL,2021-22,R,06:12
0022100508,90,1,Pullup Jump shot,3,26,156,214,1,28.12.2021,ORL,MIL,2021-22,R,04:02
0022100508,219,2,Driving Floating Jump Shot,2,9,-59,80,1,28.12.2021,ORL,MIL,2021-22,R,07:43
0022100508,283,2,Running Jump Shot,3,25,219,136,0,28.12.2021,ORL,MIL,2021-22,R,03:52
0022100508,293,2,Driving Layup Shot,2,5,-28,46,0,28.12.2021,ORL,MIL,2021-22,R,02:50
0022100508,358,3,Driving Layup Shot,2,1,-13,3,0,28.12.2021,ORL,MIL,2021-22,R,10:09
0022100508,365,3,Jump Shot,3,22,-224,-26,1,28.12.2021,ORL,MIL,2021-22,R,09:38
0022100508,369,3,Running Layup Shot,2,0,-6,5,1,28.12.2021,ORL,MIL,2021-22,R,09:16
0022100508,418,3,Driving Layup Shot,2,2,-20,3,1,28.12.2021,ORL,MIL,2021-22,R,05:14
0022100508,434,3,Jump Shot,3,24,-224,96,0,28.12.2021,ORL,MIL,2021-22,R,04:27
0022100508,462,3,Step Back Jump shot,3,22,-227,-26,1,28.12.2021,ORL,MIL,2021-22,R,02:33
0022100508,566,4,Layup Shot,2,1,-12,9,1,28.12.2021,ORL,MIL,2021-22,R,08:17
0022100508,569,4,Running Jump Shot,3,22,-227,-28,1,28.12.2021,ORL,MIL,2021-22,R,08:03
0022100508,588,4,Driving Layup Shot,2,6,44,51,1,28.12.2021,ORL,MIL,2021-22,R,07:18
0022100508,600,4,Pullup Jump shot,3,25,15,256,0,28.12.2021,ORL,MIL,2021-22,R,06:25
0022100508,610,4,Driving Layup Shot,2,5,-20,46,0,28.12.2021,ORL,MIL,2021-22,R,05:04
0022100508,636,4,Driving Layup Shot,2,7,69,32,1,28.12.2021,ORL,MIL,2021-22,R,03:16
0022100508,650,4,Driving Layup Shot,2,6,26,55,1,28.12.2021,ORL,MIL,2021-22,R,01:51
0022100508,668,4,Pullup Jump shot,3,25,-197,161,0,28.12.2021,ORL,MIL,2021-22,R,00:08
0022100526,67,1,Driving Hook Shot,2,6,64,28,0,30.12.2021,ORL,MIL,2021-22,R,11:43
0022100526,72,1,Driving Layup Shot,2,4,-34,22,1,30.12.2021,ORL,MIL,2021-22,R,06:41
0022100526,90,1,Floating Jump shot,2,6,-4,65,1,30.12.2021,ORL,MIL,2021-22,R,04:55
0022100526,145,1,Hook Shot,2,5,25,47,0,30.12.2021,ORL,MIL,2021-22,R,00:31
0022100526,248,2,Driving Floating Jump Shot,2,8,11,84,1,30.12.2021,ORL,MIL,2021-22,R,05:12
0022100526,285,2,Pullup Jump shot,3,26,141,223,0,30.12.2021,ORL,MIL,2021-22,R,03:21
0022100526,303,2,Driving Floating Bank Jump Shot,2,11,107,26,1,30.12.2021,ORL,MIL,2021-22,R,01:27
0022100526,316,2,Driving Layup Shot,2,7,-12,74,0,30.12.2021,ORL,MIL,2021-22,R,00:13
0022100526,404,3,Step Back Jump shot,3,23,235,21,1,30.12.2021,ORL,MIL,2021-22,R,06:23
0022100526,428,3,Pullup Jump shot,3,29,181,239,1,30.12.2021,ORL,MIL,2021-22,R,05:14
0022100526,469,3,Driving Floating Jump Shot,2,6,42,51,0,30.12.2021,ORL,MIL,2021-22,R,02:57
0022100526,638,4,Driving Floating Jump Shot,2,5,39,45,0,30.12.2021,ORL,MIL,2021-22,R,03:33
0022100546,26,1,Driving Finger Roll Layup Shot,2,10,-62,81,1,02.01.2022,BOS,ORL,2021-22,R,09:27
0022100546,43,1,Cutting Dunk Shot,2,3,-5,31,1,02.01.2022,BOS,ORL,2021-22,R,08:17
0022100546,58,1,Driving Reverse Layup Shot,2,4,44,2,0,02.01.2022,BOS,ORL,2021-22,R,07:10
0022100546,69,1,Turnaround Fadeaway Bank Jump Shot,2,10,-91,58,0,02.01.2022,BOS,ORL,2021-22,R,06:31
0022100546,73,1,Driving Floating Jump Shot,2,6,-26,62,0,02.01.2022,BOS,ORL,2021-22,R,06:20
0022100546,172,2,Driving Layup Shot,2,5,27,47,0,02.01.2022,BOS,ORL,2021-22,R,10:37
0022100546,202,2,Driving Finger Roll Layup Shot,2,4,-36,32,1,02.01.2022,BOS,ORL,2021-22,R,07:58
0022100546,359,3,Driving Layup Shot,2,5,55,9,0,02.01.2022,BOS,ORL,2021-22,R,08:24
0022100546,543,4,Running Layup Shot,2,3,28,19,0,02.01.2022,BOS,ORL,2021-22,R,08:08
0022100546,588,4,Driving Layup Shot,2,0,-6,4,1,02.01.2022,BOS,ORL,2021-22,R,04:20
0022100546,604,4,Driving Finger Roll Layup Shot,2,3,-34,4,1,02.01.2022,BOS,ORL,2021-22,R,02:58
0022100546,660,5,Driving Layup Shot,2,7,-75,26,0,02.01.2022,BOS,ORL,2021-22,R,04:42
0022100546,686,5,Driving Finger Roll Layup Shot,2,2,-22,14,0,02.01.2022,BOS,ORL,2021-22,R,01:41
0022100546,706,5,Jump Shot,3,26,194,179,0,02.01.2022,BOS,ORL,2021-22,R,00:43
0022100555,13,1,Driving Layup Shot,2,1,15,13,1,03.01.2022,CHI,ORL,2021-22,R,10:51
0022100555,44,1,Driving Layup Shot,2,2,18,9,0,03.01.2022,CHI,ORL,2021-22,R,08:05
0022100555,46,1,Tip Layup Shot,2,0,0,0,0,03.01.2022,CHI,ORL,2021-22,R,08:01
0022100555,59,1,Driving Hook Shot,2,6,13,64,1,03.01.2022,CHI,ORL,2021-22,R,06:54
0022100555,64,1,Jump Shot,2,17,-170,45,1,03.01.2022,CHI,ORL,2021-22,R,06:32
0022100555,215,2,Jump Shot,3,26,-9,263,0,03.01.2022,CHI,ORL,2021-22,R,05:51
0022100555,238,2,Driving Layup Shot,2,3,-21,26,0,03.01.2022,CHI,ORL,2021-22,R,04:21
0022100555,320,3,Driving Layup Shot,2,2,-17,13,1,03.01.2022,CHI,ORL,2021-22,R,10:50
0022100555,335,3,Driving Finger Roll Layup Shot,2,1,0,15,1,03.01.2022,CHI,ORL,2021-22,R,08:54
0022100555,512,4,Jump Shot,3,23,-230,-4,1,03.01.2022,CHI,ORL,2021-22,R,07:37
0022100555,521,4,Driving Layup Shot,2,3,-27,15,0,03.01.2022,CHI,ORL,2021-22,R,07:10
0022100555,557,4,Driving Layup Shot,2,3,-2,34,1,03.01.2022,CHI,ORL,2021-22,R,04:00
0022100555,591,4,Reverse Layup Shot,2,0,-7,5,1,03.01.2022,CHI,ORL,2021-22,R,00:47
0022100568,30,1,Running Dunk Shot,2,0,-2,6,1,05.01.2022,ORL,PHI,2021-22,R,10:01
0022100568,34,1,Driving Layup Shot,2,0,4,4,1,05.01.2022,ORL,PHI,2021-22,R,09:25
0022100568,44,1,Pullup Jump shot,2,22,-212,82,0,05.01.2022,ORL,PHI,2021-22,R,08:28
0022100568,74,1,Driving Layup Shot,2,1,1,17,0,05.01.2022,ORL,PHI,2021-22,R,06:28
0022100568,79,1,Driving Finger Roll Layup Shot,2,2,1,22,1,05.01.2022,ORL,PHI,2021-22,R,05:55
0022100568,279,2,Driving Finger Roll Layup Shot,2,0,-4,-6,1,05.01.2022,ORL,PHI,2021-22,R,04:55
0022100568,295,2,Driving Floating Jump Shot,2,5,28,47,0,05.01.2022,ORL,PHI,2021-22,R,03:57
0022100568,372,3,Step Back Jump shot,3,27,201,188,0,05.01.2022,ORL,PHI,2021-22,R,11:45
0022100568,402,3,Driving Floating Jump Shot,2,9,-44,83,1,05.01.2022,ORL,PHI,2021-22,R,09:07
0022100568,633,4,Running Jump Shot,3,25,-246,50,0,05.01.2022,ORL,PHI,2021-22,R,05:16
0022100568,646,4,Pullup Jump shot,3,25,164,190,1,05.01.2022,ORL,PHI,2021-22,R,04:05
0022100593,9,1,Step Back Jump shot,3,25,54,254,0,08.01.2022,DET,ORL,2021-22,R,11:19
0022100593,50,1,Layup Shot,2,2,-21,-1,0,08.01.2022,DET,ORL,2021-22,R,07:32
0022100593,226,2,Jump Shot,2,2,21,0,1,08.01.2022,DET,ORL,2021-22,R,06:45
0022100593,251,2,Driving Layup Shot,2,3,36,7,0,08.01.2022,DET,ORL,2021-22,R,04:59
0022100593,280,2,Driving Hook Shot,2,5,59,6,0,08.01.2022,DET,ORL,2021-22,R,03:40
0022100593,294,2,Driving Layup Shot,2,2,26,4,0,08.01.2022,DET,ORL,2021-22,R,02:46
0022100593,299,2,Jump Shot,3,26,119,242,1,08.01.2022,DET,ORL,2021-22,R,02:32
0022100593,309,2,Step Back Jump shot,3,26,146,223,0,08.01.2022,DET,ORL,2021-22,R,01:43
0022100593,331,2,Layup Shot,2,1,16,4,1,08.01.2022,DET,ORL,2021-22,R,00:26
0022100593,352,3,Driving Layup Shot,2,1,17,1,1,08.01.2022,DET,ORL,2021-22,R,11:10
0022100598,7,1,Driving Floating Jump Shot,2,2,-23,6,0,09.01.2022,ORL,WAS,2021-22,R,11:39
0022100598,13,1,Turnaround Jump Shot,2,7,74,26,0,09.01.2022,ORL,WAS,2021-22,R,10:54
0022100598,218,2,Driving Floating Jump Shot,2,1,-13,-4,0,09.01.2022,ORL,WAS,2021-22,R,08:16
0022100598,367,3,Driving Layup Shot,2,5,49,29,1,09.01.2022,ORL,WAS,2021-22,R,09:57
0022100598,370,3,Running Pull-Up Jump Shot,3,26,51,258,0,09.01.2022,ORL,WAS,2021-22,R,09:38
0022100598,391,3,Driving Layup Shot,2,6,51,41,0,09.01.2022,ORL,WAS,2021-22,R,07:27
0022100598,398,3,Driving Reverse Layup Shot,2,5,11,55,0,09.01.2022,ORL,WAS,2021-22,R,06:52
0022100598,533,4,Cutting Layup Shot,2,2,9,28,1,09.01.2022,ORL,WAS,2021-22,R,10:28
0022100598,560,4,Putback Layup Shot,2,3,-15,31,1,09.01.2022,ORL,WAS,2021-22,R,08:17
0022100598,563,4,Cutting Dunk Shot,2,2,-17,23,1,09.01.2022,ORL,WAS,2021-22,R,07:51
0022100598,602,4,Driving Finger Roll Layup Shot,2,4,-11,46,1,09.01.2022,ORL,WAS,2021-22,R,05:27
0022100598,648,4,Jump Shot,3,26,141,230,0,09.01.2022,ORL,WAS,2021-22,R,00:55
0022100598,678,4,Driving Dunk Shot,2,1,-5,13,1,09.01.2022,ORL,WAS,2021-22,R,00:07
0022100620,7,1,Driving Layup Shot,2,2,21,10,0,12.01.2022,WAS,ORL,2021-22,R,11:45
0022100620,12,1,Hook Shot,2,1,11,0,0,12.01.2022,WAS,ORL,2021-22,R,11:37
0022100620,66,1,Layup Shot,2,5,-27,47,0,12.01.2022,WAS,ORL,2021-22,R,06:17
0022100620,141,1,Layup Shot,2,7,61,42,0,12.01.2022,WAS,ORL,2021-22,R,00:35
0022100620,181,2,Cutting Layup Shot,2,4,-16,41,1,12.01.2022,WAS,ORL,2021-22,R,09:15
0022100620,228,2,Layup Shot,2,4,42,22,0,12.01.2022,WAS,ORL,2021-22,R,05:57
0022100620,246,2,Driving Finger Roll Layup Shot,2,2,-9,18,1,12.01.2022,WAS,ORL,2021-22,R,04:27
0022100620,254,2,Jump Shot,3,25,-199,160,0,12.01.2022,WAS,ORL,2021-22,R,03:52
0022100620,273,2,Driving Layup Shot,2,3,-28,17,0,12.01.2022,WAS,ORL,2021-22,R,02:35
0022100620,365,3,Layup Shot,2,3,27,26,1,12.01.2022,WAS,ORL,2021-22,R,08:56
0022100620,367,3,Floating Jump shot,2,13,65,114,0,12.01.2022,WAS,ORL,2021-22,R,08:23
0022100620,498,4,Layup Shot,2,1,2,17,0,12.01.2022,WAS,ORL,2021-22,R,10:34
0022100620,607,4,Driving Dunk Shot,2,1,-4,15,1,12.01.2022,WAS,ORL,2021-22,R,02:26
0022100620,619,4,Layup Shot,2,2,-10,26,1,12.01.2022,WAS,ORL,2021-22,R,00:54
0022100620,626,4,Jump Shot,3,23,225,48,0,12.01.2022,WAS,ORL,2021-22,R,00:24
0022100620,646,4,Layup Shot,2,2,4,29,1,12.01.2022,WAS,ORL,2021-22,R,00:00
0022100632,19,1,Cutting Dunk Shot,2,1,12,11,1,14.01.2022,CHA,ORL,2021-22,R,10:06
0022100632,136,1,Jump Shot,3,22,-229,16,1,14.01.2022,CHA,ORL,2021-22,R,01:17
0022100632,140,1,Running Reverse Layup Shot,2,2,-1,23,1,14.01.2022,CHA,ORL,2021-22,R,01:00
0022100632,226,2,Driving Hook Shot,2,4,15,41,1,14.01.2022,CHA,ORL,2021-22,R,06:39
0022100632,229,2,Jump Shot,3,23,238,-16,0,14.01.2022,CHA,ORL,2021-22,R,06:19
0022100632,332,3,Driving Finger Roll Layup Shot,2,4,-11,40,1,14.01.2022,CHA,ORL,2021-22,R,10:59
0022100632,335,3,Driving Layup Shot,2,2,-7,29,0,14.01.2022,CHA,ORL,2021-22,R,10:32
0022100632,548,4,Dunk Shot,2,2,11,25,1,14.01.2022,CHA,ORL,2021-22,R,08:53
0022100632,593,4,Jump Shot,3,25,-16,258,0,14.01.2022,CHA,ORL,2021-22,R,05:21
0022100632,605,4,Driving Finger Roll Layup Shot,2,1,-1,17,1,14.01.2022,CHA,ORL,2021-22,R,04:29
0022100632,613,4,Driving Layup Shot,2,2,2,20,1,14.01.2022,CHA,ORL,2021-22,R,03:55
0022100650,179,2,Turnaround Hook Shot,2,7,-15,73,0,15.01.2022,DAL,ORL,2021-22,R,08:42
0022100650,184,2,Driving Floating Jump Shot,2,8,-54,71,1,15.01.2022,DAL,ORL,2021-22,R,08:02
0022100650,247,2,Driving Layup Shot,2,5,-40,34,0,15.01.2022,DAL,ORL,2021-22,R,02:28
0022100650,308,3,Jump Shot,3,24,-210,129,0,15.01.2022,DAL,ORL,2021-22,R,09:25
0022100650,340,3,Driving Layup Shot,2,6,-40,52,0,15.01.2022,DAL,ORL,2021-22,R,06:57
0022100650,540,4,Driving Floating Jump Shot,2,8,37,72,1,15.01.2022,DAL,ORL,2021-22,R,06:46
0022100661,10,1,Driving Floating Jump Shot,2,6,34,53,0,17.01.2022,ORL,POR,2021-22,R,11:07
0022100661,20,1,Running Pull-Up Jump Shot,3,24,-151,192,0,17.01.2022,ORL,POR,2021-22,R,10:12
0022100661,54,1,Jump Shot,3,25,98,234,0,17.01.2022,ORL,POR,2021-22,R,07:05
0022100661,58,1,Cutting Dunk Shot,2,1,-18,8,1,17.01.2022,ORL,POR,2021-22,R,06:40
0022100661,64,1,Layup Shot,2,3,29,24,0,17.01.2022,ORL,POR,2021-22,R,06:06
0022100661,68,1,Jump Shot,3,22,-222,0,0,17.01.2022,ORL,POR,2021-22,R,05:51
0022100661,256,2,Driving Floating Jump Shot,2,11,-23,111,0,17.01.2022,ORL,POR,2021-22,R,05:23
0022100661,275,2,Driving Floating Bank Jump Shot,2,6,43,46,1,17.01.2022,ORL,POR,2021-22,R,04:23
0022100661,362,3,Running Finger Roll Layup Shot,2,3,25,22,1,17.01.2022,ORL,POR,2021-22,R,10:44
0022100661,372,3,Jump Shot,3,24,229,76,0,17.01.2022,ORL,POR,2021-22,R,09:21
0022100661,376,3,Driving Layup Shot,2,3,18,25,1,17.01.2022,ORL,POR,2021-22,R,09:04
0022100661,397,3,Driving Reverse Layup Shot,2,2,-10,28,1,17.01.2022,ORL,POR,2021-22,R,07:39
0022100661,401,3,Jump Shot,3,26,-75,249,0,17.01.2022,ORL,POR,2021-22,R,07:10
0022100661,525,4,Driving Layup Shot,2,3,10,34,0,17.01.2022,ORL,POR,2021-22,R,11:44
0022100661,569,4,Layup Shot,2,5,-7,55,0,17.01.2022,ORL,POR,2021-22,R,08:56
0022100661,584,4,Driving Layup Shot,2,3,27,28,0,17.01.2022,ORL,POR,2021-22,R,08:12
0022100661,597,4,Running Finger Roll Layup Shot,2,2,17,21,1,17.01.2022,ORL,POR,2021-22,R,06:53
0022100661,627,4,Driving Layup Shot,2,2,23,15,1,17.01.2022,ORL,POR,2021-22,R,04:12
0022100668,79,1,Pullup Jump shot,3,24,222,113,0,19.01.2022,PHI,ORL,2021-22,R,05:07
0022100668,102,1,Step Back Jump shot,3,25,-170,192,1,19.01.2022,PHI,ORL,2021-22,R,03:16
0022100668,247,2,Pullup Jump shot,3,26,-170,198,0,19.01.2022,PHI,ORL,2021-22,R,03:45
0022100668,256,2,Layup Shot,2,1,16,-7,0,19.01.2022,PHI,ORL,2021-22,R,03:01
0022100668,259,2,Reverse Layup Shot,2,0,4,6,0,19.01.2022,PHI,ORL,2021-22,R,02:59
0022100668,278,2,Running Dunk Shot,2,3,6,35,1,19.01.2022,PHI,ORL,2021-22,R,01:28
0022100668,312,3,Step Back Jump shot,3,25,-230,112,0,19.01.2022,PHI,ORL,2021-22,R,10:16
0022100668,379,3,Driving Finger Roll Layup Shot,2,1,15,7,1,19.01.2022,PHI,ORL,2021-22,R,03:58
0022100668,386,3,Jump Shot,3,27,-126,241,0,19.01.2022,PHI,ORL,2021-22,R,03:32
0022100668,465,4,Driving Layup Shot,2,1,15,-4,0,19.01.2022,PHI,ORL,2021-22,R,10:52
0022100668,497,4,Jump Shot,3,26,123,232,0,19.01.2022,PHI,ORL,2021-22,R,08:24
